,Weather file wind speed | (m/s),Weather file ambient temperature | (C),Subarray 1 POA front total irradiance after shading and soiling | (W/m2),Irradiance GHI from weather file | (W/m2),Irradiance DNI from weather file | (W/m2),Inverter AC output power | (kW),Subarray 1 POA rear total irradiance after reflection (IAM) | (W/m2),Albedo
7/10/2021 19:00,1.00109,23.7839,5.98059,5.95771,0.932897,-0.0086,1.28976,0.189561
7/10/2021 20:00,0.569,22.5229,0,0,0.0947382,-0.0086,0,0.99
7/10/2021 21:00,0.896313,22.3401,0,0,0.150656,-0.0086,0,0.99
7/10/2021 22:00,0.701938,21.2936,0,0,0.15624,-0.0086,0,0.99
7/10/2021 23:00,1.01259,17.8727,0,0,0.151704,-0.0086,0,0.99
7/11/2021 0:00,0.832101,16.6534,0,0,0.0751972,-0.0086,0,0.99
7/11/2021 1:00,1.32655,16.0083,0,0,0.0617631,-0.0086,0,0.99
7/11/2021 2:00,1.96234,16.7498,0,0,0.0160514,-0.0086,0,0.99
7/11/2021 3:00,1.82467,15.6752,0,0,0.0453627,-0.0086,0,0.99
7/11/2021 4:00,1.85905,14.9504,8.96853,2.88931,9.53228,-0.0086,0.870193,0.401433
7/11/2021 5:00,1.55752,16.0307,214.118,70.8907,167.91,5.87846,7.83691,0.219139
7/11/2021 6:00,0.630952,18.4662,469.238,214.971,336.541,12.8501,17.3631,0.250093
7/11/2021 7:00,1.06417,20.0919,690.189,401.643,489.371,47.8016,43.8766,0.244026
7/11/2021 8:00,1.21621,21.2241,876.455,609.001,643.099,59.8533,50.7354,0.223056
7/11/2021 9:00,1.62586,22.6159,953.479,775.092,727.463,64.7447,57.4634,0.20593
7/11/2021 10:00,1.90999,23.9286,980.456,900.917,796.341,66.7394,67.5555,0.195031
7/11/2021 11:00,1.99967,25.2824,991.948,974.589,849.099,67.6257,73.2352,0.188266
7/11/2021 12:00,2.14246,26.4898,992.236,980.432,862.775,67.4945,70.7534,0.18725
7/11/2021 13:00,1.93295,27.4786,985.986,920.397,819.156,67.0114,66.7444,0.18929
7/11/2021 14:00,1.81539,28.1541,963.848,802.604,753.877,65.3749,58.0928,0.195834
7/11/2021 15:00,1.76079,28.4285,885.63,638.471,650.64,60.2862,50.0868,0.206577
7/11/2021 16:00,1.53009,28.2028,699.851,428.819,480.363,48.2424,42.8689,0.220187
7/11/2021 17:00,1.09379,27.8221,443.673,232.631,308.742,30.5072,22.0232,0.226289
7/11/2021 18:00,0.646704,26.6489,242.562,99.048,155.287,8.31232,10.7494,0.181157
7/11/2021 19:00,1.02362,23.1757,5.25514,4.5105,1.44008,-0.0086,0.978689,0.167914
7/11/2021 20:00,0.909015,20.8648,0,0,0.235711,-0.0086,0,0.99
7/11/2021 21:00,1.89861,20.7228,0,0,0.0460605,-0.0086,0,0.99
7/11/2021 22:00,1.81967,19.5995,0,0,0.00671715,-0.0086,0,0.99
7/11/2021 23:00,1.94988,19.9255,0,0,0.002966,-0.0086,0,0.99
7/12/2021 0:00,1.51791,18.6746,0,0,0,-0.0086,0,0.99
7/12/2021 1:00,1.28252,18.4328,0,0,0.0169238,-0.0086,0,0.99
7/12/2021 2:00,1.03944,18.1199,0,0,0.0147429,-0.0086,0,0.99
7/12/2021 3:00,3.22142,19.3578,0,0,0.0235537,-0.0086,0,0.99
7/12/2021 4:00,2.96622,19.3178,3.0649,1.15061,2.74844,-0.0086,0.426756,0.410406
7/12/2021 5:00,1.22493,17.6789,106.471,48.1623,66.3726,3.52987,7.21943,0.235926
7/12/2021 6:00,0.59631,18.4543,290.386,169.517,172.671,9.99292,20.3878,0.259234
7/12/2021 7:00,0.562935,21.6339,472.153,316.981,247.985,33.143,43.2031,0.252991
7/12/2021 8:00,0.697414,23.7042,597.551,470.467,314.078,41.5294,53.6681,0.23674
7/12/2021 9:00,0.737718,26.3247,716.037,624.215,383.566,49.2254,60.4784,0.221167
7/12/2021 10:00,1.50365,27.5661,816.506,758.765,459.771,55.6865,65.4221,0.208705
7/12/2021 11:00,1.84915,28.9341,902.323,885.576,595.389,61.3795,71.1111,0.195986
7/12/2021 12:00,2.31957,29.7962,917.324,905.786,636.467,62.2107,68.5368,0.192862
7/12/2021 13:00,2.0341,30.4328,919.078,858.835,640.65,62.4432,66.1497,0.194197
7/12/2021 14:00,1.9473,30.6472,908.907,767.282,633.976,61.7479,59.1481,0.197077
7/12/2021 15:00,1.37604,30.3648,638.827,487.971,366.055,43.7168,45.6434,0.20704
7/12/2021 16:00,0.974294,31.1294,724.617,439.978,504.967,49.8915,43.4239,0.218311
7/12/2021 17:00,0.755896,29.816,274.75,161.804,158.507,18.8048,17.1575,0.212644
7/12/2021 18:00,0.534158,27.2641,150.546,74.5972,73.5513,6.20699,10.6438,0.20477
7/12/2021 19:00,1.38967,25.5131,8.68766,6.49376,4.26212,-0.0086,1.42997,0.206906
7/12/2021 20:00,1.3762,23.1887,0,0,0.0505095,-0.0086,0,0.99
7/12/2021 21:00,1.56154,21.715,0,0,0.0807806,-0.0086,0,0.99
7/12/2021 22:00,1.84955,21.5473,0,0,0.0287006,-0.0086,0,0.99
7/12/2021 23:00,1.84392,21.1444,0,0,0.103986,-0.0086,0,0.99
7/13/2021 0:00,1.32769,21.3103,0,0,0.0314923,-0.0086,0,0.99
7/13/2021 1:00,1.13528,21.34,0,0,0.0654271,-0.0086,0,0.99
7/13/2021 2:00,0.895321,21.1912,0,0,0.0698759,-0.0086,0,0.99
7/13/2021 3:00,1.05424,21.0607,0,0,0.0535631,-0.0086,0,0.99
7/13/2021 4:00,1.11819,19.2046,1.3016,0.813348,0.301053,-0.0086,0.391262,0.407435
7/13/2021 5:00,1.67987,20.07,97.7721,48.2237,57.2208,3.38075,6.89663,0.225816
7/13/2021 6:00,2.60441,23.3142,177.176,117.312,72.4963,7.92386,16.9743,0.230497
7/13/2021 7:00,1.93722,23.2703,102.299,109.115,22.8486,7.09303,17.2319,0.188726
7/13/2021 8:00,3.52762,23.6012,842.2,622.382,533.522,57.8702,58.3085,0.218778
7/13/2021 9:00,3.01205,23.3611,540.118,510.798,155.292,37.3385,56.2111,0.218637
7/13/2021 10:00,2.0708,23.6078,771.096,730.084,401.853,52.3954,60.1501,0.199036
7/13/2021 11:00,2.12199,25.6102,1012.04,995.505,745.985,68.8696,76.2725,0.189943
7/13/2021 12:00,1.84504,27.0281,761.712,757.942,432.254,51.3965,57.4022,0.190909
7/13/2021 13:00,2.13475,25.652,189.732,199.515,5.03676,12.5509,20.3876,0.200076
7/13/2021 14:00,3.024,22.6076,43.6021,48.9637,0.192356,2.51237,6.22469,0.185142
7/13/2021 15:00,2.01995,25.3271,427.755,392.308,117.64,29.9885,50.3166,0.217968
7/13/2021 16:00,2.49957,25.5166,219.865,241.712,27.8855,16.0253,39.4127,0.207322
7/13/2021 17:00,2.40348,24.7229,94.4308,112.461,0.783992,6.78331,19.7299,0.204785
7/13/2021 18:00,6.13988,24.4192,25.6177,33.7893,0.657674,1.38777,6.15753,0.190435
7/13/2021 19:00,4.99128,22.908,2.07927,1.47656,0.687856,-0.0086,0.463238,0.280871
7/13/2021 20:00,3.15873,22.8871,0,0,0.104421,-0.0086,0,0.99
7/13/2021 21:00,3.07007,22.1763,0,0,0.0103812,-0.0086,0,0.99
7/13/2021 22:00,1.89393,21.5444,0,0,0.0615888,-0.0086,0,0.99
7/13/2021 23:00,3.98303,23.723,0,0,0.0157025,-0.0086,0,0.99
7/14/2021 0:00,1.47128,22.1778,0,0,0.350865,-0.0086,0,0.99
7/14/2021 1:00,1.64084,20.1438,0,0,0.136611,-0.0086,0,0.99
7/14/2021 2:00,1.74322,19.7532,0,0,0.157461,-0.0086,0,0.99
7/14/2021 3:00,2.09132,19.0204,0,0,0.0998849,-0.0086,0,0.99
7/14/2021 4:00,1.03987,17.0076,1.24315,1.0399,0.0300965,-0.0086,0.484543,0.481705
7/14/2021 5:00,0.831363,17.865,60.3289,51.0305,4.2771,3.60115,9.14067,0.226364
7/14/2021 6:00,1.03545,18.3975,116.819,124.031,7.77482,7.88291,21.0996,0.21783
7/14/2021 7:00,1.84416,18.9366,162.766,191.304,6.02246,11.9581,33.5683,0.218926
7/14/2021 8:00,1.75436,19.4228,268.375,311.598,19.8635,19.6553,51.5336,0.224254
7/14/2021 9:00,1.74043,19.8712,278.263,312.258,9.23594,19.5231,41.5032,0.214426
7/14/2021 10:00,1.48991,20.2959,274.046,290.244,2.07483,18.5495,31.7676,0.209845
7/14/2021 11:00,1.15662,20.7475,253.85,254.74,1.60733,16.7548,25.0069,0.201252
7/14/2021 12:00,0.977576,21.2102,275.264,275.027,1.64747,18.1926,27.1634,0.204453
7/14/2021 13:00,1.19893,22.1657,312.969,326.418,3.42307,21.1145,33.7953,0.205401
7/14/2021 14:00,1.38824,22.6284,258.301,288.217,2.30489,17.8979,35.845,0.203468
7/14/2021 15:00,1.5609,22.6526,132.119,166.477,0.870276,9.42491,27.0484,0.200624
7/14/2021 16:00,4.47862,19.2169,26.1894,34.2518,1.54741,1.44161,6.08602,0.189972
7/14/2021 17:00,1.97453,16.6415,43.5496,58.6109,2.57384,2.86917,10.3209,0.199723
7/14/2021 18:00,1.70734,17.4786,84.3067,61.7417,23.5866,4.26176,9.67161,0.192612
7/14/2021 19:00,1.47309,17.7434,3.27645,3.4057,0.559104,-0.0086,0.985181,0.378172
7/14/2021 20:00,2.07887,17.6596,0,0,0.162085,-0.0086,0,0.99
7/14/2021 21:00,2.80426,16.8195,0,0,0.0387333,-0.0086,0,0.99
7/14/2021 22:00,4.37369,17.2619,0,0,0,-0.0086,0,0.99
7/14/2021 23:00,3.96338,17.9402,0,0,0.00610657,-0.0086,0,0.99
7/15/2021 0:00,1.79222,17.185,0,0,0.0654278,-0.0086,0,0.99
7/15/2021 1:00,2.83688,16.3546,0,0,0.065079,-0.0086,0,0.99
7/15/2021 2:00,1.1443,15.1819,0,0,0.114106,-0.0086,0,0.99
7/15/2021 3:00,1.19543,13.389,0,0,0.0704876,-0.0086,0,0.99
7/15/2021 4:00,0.667339,12.19,4.87564,1.79368,4.65992,-0.0086,0.611125,0.415182
7/15/2021 5:00,0.764198,13.3145,274.565,71.2977,238.945,6.508,6.00933,0.190223
7/15/2021 6:00,0.457994,18.1069,577.854,235.811,485.044,11.9104,13.559,0.23215
7/15/2021 7:00,0.940074,20.4306,800.158,430.247,631.782,55.0147,39.7304,0.224823
7/15/2021 8:00,1.43113,21.0526,910.351,614.421,708.751,61.899,46.2141,0.210461
7/15/2021 9:00,1.72357,22.3707,964.014,775.63,767.188,65.4068,55.9723,0.196832
7/15/2021 10:00,1.67193,23.8303,953.302,870.96,732.996,64.7915,65.0975,0.191255
7/15/2021 11:00,1.76222,25.7985,924.415,906.232,695.613,62.7584,67.305,0.184145
7/15/2021 12:00,2.24609,26.5377,950.379,939.517,742.474,64.3963,66.6179,0.183071
7/15/2021 13:00,1.76346,26.8888,499.585,481.431,249.701,33.6776,39.102,0.19118
7/15/2021 14:00,2.73121,24.6691,175.528,188.197,14.9472,11.8757,22.5149,0.201695
7/15/2021 15:00,1.45645,24.446,521.269,379.719,306.564,35.485,35.983,0.205977
7/15/2021 16:00,1.50715,27.159,772.182,445.883,577.513,52.9441,39.8138,0.210661
7/15/2021 17:00,0.778768,27.2978,531.311,247.204,408.035,36.1857,17.1072,0.211798
7/15/2021 18:00,0.720349,24.8049,102.429,49.9582,71.7475,2.8714,5.68543,0.142122
7/15/2021 19:00,1.62004,23.9062,1.91782,1.67305,0.239552,-0.0086,0.421914,0.187953
7/15/2021 20:00,2.18812,21.3815,0,0,0.488089,-0.0086,0,0.99
7/15/2021 21:00,1.99228,20.5002,0,0,0.0544354,-0.0086,0,0.99
7/15/2021 22:00,2.96254,20.584,0,0,0.0173599,-0.0086,0,0.99
7/15/2021 23:00,1.82451,20.3548,0,0,0.0116025,-0.0086,0,0.99
7/16/2021 0:00,1.26001,18.743,0,0,0.0493756,-0.0086,0,0.99
7/16/2021 1:00,2.49423,19.5882,0,0,0.0354177,-0.0086,0,0.99
7/16/2021 2:00,1.42689,18.995,0,0,0.01073,-0.0086,0,0.99
7/16/2021 3:00,2.91009,19.9776,0,0,0.156675,-0.0086,0,0.99
7/16/2021 4:00,1.61696,18.4883,4.15077,1.53903,3.75793,-0.0086,0.525557,0.362667
7/16/2021 5:00,3.17277,20.2349,229.208,64.321,179.95,6.27327,6.11609,0.195779
7/16/2021 6:00,3.27813,21.9826,555.337,228.016,462.777,11.6137,13.3435,0.234257
7/16/2021 7:00,1.82963,24.5384,809.227,432.476,644.143,55.7299,41.4058,0.231162
7/16/2021 8:00,0.869526,27.7027,939.021,625.966,754.116,63.6663,44.9066,0.208132
7/16/2021 9:00,1.44252,29.3926,985.958,796.036,806.372,66.8469,56.5858,0.192634
7/16/2021 10:00,2.03388,29.8954,980.275,895.745,784.507,66.442,62.8984,0.181395
7/16/2021 11:00,2.36583,29.5237,661.314,650.628,361.11,44.2872,44.9499,0.166119
7/16/2021 12:00,2.47481,30.8624,875.553,874.874,624.596,59.3561,64.7972,0.191767
7/16/2021 13:00,1.9842,31.37,917.111,865.198,663.115,62.0423,60.6951,0.178541
7/16/2021 14:00,3.13383,30.0112,410.423,383.951,156.638,27.6736,32.3516,0.175292
7/16/2021 15:00,3.58436,28.2555,331.885,332.278,69.3217,23.3483,43.4196,0.190459
7/16/2021 16:00,2.45858,28.6312,125.925,155.832,6.81515,9.06857,25.5081,0.179085
7/16/2021 17:00,2.42967,28.3862,324.366,198.674,174.268,22.4577,22.844,0.204151
7/16/2021 18:00,1.07269,25.8563,132.191,56.3268,90.5829,3.97176,6.8491,0.140056
7/16/2021 19:00,1.14598,23.5664,5.20504,5.50822,0.329928,-0.0086,1.13546,0.163512
7/16/2021 20:00,1.07478,22.4842,0,0,0.00628098,-0.0086,0,0.99
7/16/2021 21:00,1.24529,22.9702,0,0,0.0393435,-0.0086,0,0.99
7/16/2021 22:00,1.75156,22.8817,0,0,0.0539993,-0.0086,0,0.99
7/16/2021 23:00,0.900842,20.5729,0,0,0.280989,-0.0086,0,0.99
7/17/2021 0:00,1.65981,19.2811,0,0,0.0232049,-0.0086,0,0.99
7/17/2021 1:00,1.22542,18.6774,0,0,0.0343713,-0.0086,0,0.99
7/17/2021 2:00,1.8464,19.3079,0,0,0.0511205,-0.0086,0,0.99
7/17/2021 3:00,1.42265,19.1186,0,0,0.0493755,-0.0086,0,0.99
7/17/2021 4:00,1.64662,18.7031,3.56178,1.5099,2.98199,-0.0086,0.482162,0.331711
7/17/2021 5:00,1.80298,18.9906,279.901,69.5595,251.932,6.25169,5.41581,0.180644
7/17/2021 6:00,2.10789,21.4906,630.569,241.605,553.658,11.6612,11.2404,0.230434
7/17/2021 7:00,1.69863,22.4382,846.957,439.912,710.379,58.1665,39.1275,0.229514
7/17/2021 8:00,1.03246,24.8582,949.212,628.512,798.712,64.3914,43.7208,0.20897
7/17/2021 9:00,1.33533,26.9449,990.959,791.214,852.628,67.1091,53.8396,0.191748
7/17/2021 10:00,1.5159,28.7241,994.522,912.388,883.645,67.4805,62.9458,0.182314
7/17/2021 11:00,2.23053,29.823,996.858,984.972,881.036,67.7161,68.3634,0.17439
7/17/2021 12:00,1.97222,29.9956,589.217,597.764,115.125,39.321,46.8668,0.184925
7/17/2021 13:00,1.61279,31.2015,702.04,696.297,245.474,47.3849,54.2223,0.17898
7/17/2021 14:00,2.15422,31.9929,1022.92,852.698,802.205,69.2027,58.334,0.183708
7/17/2021 15:00,2.28801,31.8867,811.974,591.743,581.773,55.2108,45.7296,0.203226
7/17/2021 16:00,2.51734,29.9181,191.557,219.917,13.5231,13.9394,35.4248,0.190356
7/17/2021 17:00,1.59713,28.7339,47.9737,64.6537,0.299919,3.20068,11.1559,0.169719
7/17/2021 18:00,2.49876,27.1214,102.713,34.6987,83.6762,2.23245,3.32402,0.136351
7/17/2021 19:00,1.17924,24.6729,8.55668,4.82816,6.39815,-0.0086,0.852724,0.130283
7/17/2021 20:00,1.68923,22.8841,0,0,0.05461,-0.0086,0,0.99
7/17/2021 21:00,1.62966,23.4477,0,0,0.114978,-0.0086,0,0.99
7/17/2021 22:00,1.08123,21.6432,0,0,0.100322,-0.0086,0,0.99
7/17/2021 23:00,0.573568,20.3943,0,0,0.219313,-0.0086,0,0.99
7/18/2021 0:00,1.02021,18.9278,0,0,0.124137,-0.0086,0,0.99
7/18/2021 1:00,2.21466,18.686,0,0,0.0226813,-0.0086,0,0.99
7/18/2021 2:00,1.46396,17.8955,0,0,0.0234666,-0.0086,0,0.99
7/18/2021 3:00,1.44576,17.4797,0,0,0.00410007,-0.0086,0,0.99
7/18/2021 4:00,1.11081,17.4141,3.28677,1.36532,2.69735,-0.0086,0.515939,0.408896
7/18/2021 5:00,0.908256,18.3231,279.364,68.3722,253.578,6.13749,5.24114,0.181725
7/18/2021 6:00,1.12451,20.614,649.969,243.335,583.227,11.3441,10.2343,0.23282
7/18/2021 7:00,1.50088,21.8054,865.462,445.313,749.211,59.4645,39.4374,0.232311
7/18/2021 8:00,1.47193,24.0817,971.741,638.061,838.841,65.8669,42.5805,0.210854
7/18/2021 9:00,1.28463,26.4733,992.369,797.293,880.226,67.3045,54.893,0.19427
7/18/2021 10:00,1.67972,28.5847,996.358,912.507,898.046,67.6903,63.8745,0.185624
7/18/2021 11:00,2.40658,29.4059,992.779,974.775,908.894,67.6379,70.4162,0.181144
7/18/2021 12:00,2.91159,30.2965,994.803,985.121,909.383,67.5879,67.8135,0.178224
7/18/2021 13:00,2.28233,31.1893,987.433,924.962,879.064,66.962,62.646,0.179298
7/18/2021 14:00,2.30854,31.6003,985.415,815.739,845.406,66.6423,53.778,0.184201
7/18/2021 15:00,2.25793,31.8612,944.218,661.673,778.902,63.9314,44.4825,0.193169
7/18/2021 16:00,2.21482,31.4949,860.59,478.541,699.687,58.7591,37.4238,0.205535
7/18/2021 17:00,2.04139,30.8029,675.567,281.676,575.497,45.896,15.2545,0.211945
7/18/2021 18:00,1.57003,29.1401,358.587,102.68,321.237,7.78166,6.32021,0.115835
7/18/2021 19:00,1.52222,26.6995,10.9387,5.11496,9.32653,-0.0086,0.981122,0.159207
7/18/2021 20:00,0.917726,23.4858,0,0,0.2939,-0.0086,0,0.99
7/18/2021 21:00,1.19051,22.8805,0,0,0.140276,-0.0086,0,0.99
7/18/2021 22:00,1.56221,21.508,0,0,0.0711847,-0.0086,0,0.99
7/18/2021 23:00,2.81536,22.4545,0,0,0.0548718,-0.0086,0,0.99
7/19/2021 0:00,3.11942,22.1635,0,0,0.0703998,-0.0086,0,0.99
7/19/2021 1:00,1.82988,20.4439,0,0,0,-0.0086,0,0.99
7/19/2021 2:00,1.72124,20.0918,0,0,0.00383838,-0.0086,0,0.99
7/19/2021 3:00,1.84216,19.7525,0,0,0.000523433,-0.0086,0,0.99
7/19/2021 4:00,2.07586,19.8249,1.77681,0.880287,1.0293,-0.0086,0.455257,0.536448
7/19/2021 5:00,2.935,21.0895,179.348,54.7474,145.637,4.57021,5.90596,0.205708
7/19/2021 6:00,2.57403,22.6903,524.42,218.013,422.219,11.8306,14.2571,0.24106
7/19/2021 7:00,2.07329,25.3612,748.796,405.647,570.208,51.687,41.4568,0.23636
7/19/2021 8:00,1.38788,27.444,886.794,599.595,674.501,60.3645,46.5054,0.214204
7/19/2021 9:00,1.55682,28.5418,963.107,771.624,768.057,65.272,54.7399,0.197194
7/19/2021 10:00,1.67668,29.8321,979.86,893.827,822.189,66.5665,64.7744,0.188336
7/19/2021 11:00,1.8046,31.375,986.595,967.392,846.918,67.096,70.713,0.182724
7/19/2021 12:00,2.32681,31.6844,984.471,974.016,828.535,66.7634,67.969,0.180265
7/19/2021 13:00,2.21604,31.8442,961.899,895.508,745.363,65.2177,64.265,0.183846
7/19/2021 14:00,2.03702,32.4049,923.954,771.595,684.545,62.6303,56.4811,0.19158
7/19/2021 15:00,2.00086,32.5144,891.079,635.341,657.894,60.5395,48.158,0.198674
7/19/2021 16:00,2.00763,32.041,803.363,461.186,607.303,55.1363,41.607,0.209615
7/19/2021 17:00,2.17316,30.9276,596.115,268.055,470.751,40.6292,17.7368,0.214039
7/19/2021 18:00,2.01023,29.1644,264.657,93.412,207.864,7.09609,8.00785,0.135914
7/19/2021 19:00,1.0972,27.0036,5.68696,4.11472,2.68304,-0.0086,0.871659,0.166684
7/19/2021 20:00,0.767798,23.7615,0,0,0.139492,-0.0086,0,0.99
7/19/2021 21:00,1.00661,22.3385,0,0,0.0772045,-0.0086,0,0.99
7/19/2021 22:00,1.20112,21.4113,0,0,0.0850553,-0.0086,0,0.99
7/19/2021 23:00,0.895506,22.1436,0,0,0.055395,-0.0086,0,0.99
7/20/2021 0:00,1.25755,20.7031,0,0,0.0005234,-0.0086,0,0.99
7/20/2021 1:00,1.42619,20.659,0,0,0.0157898,-0.0086,0,0.99
7/20/2021 2:00,1.33429,19.2507,0,0,0.0232921,-0.0086,0,0.99
7/20/2021 3:00,1.87416,19.7187,0,0,0.0429204,-0.0086,0,0.99
7/20/2021 4:00,0.591944,18.2288,1.761,0.803768,1.09665,-0.0086,0.342537,0.373928
7/20/2021 5:00,0.591718,17.5975,215.226,58.3762,163.074,6.11842,5.97677,0.203279
7/20/2021 6:00,0.51552,21.7272,520.314,215.383,413.978,12.0452,14.7031,0.241522
7/20/2021 7:00,1.12458,23.8703,734.007,405.142,558.915,50.7373,41.7594,0.237506
7/20/2021 8:00,1.57701,25.0114,847.82,577.606,630.882,57.7892,46.2835,0.217571
7/20/2021 9:00,1.95322,26.8022,931.589,752.079,716.181,63.2119,54.6702,0.198715
7/20/2021 10:00,1.93315,29.1587,963.971,883.94,783.721,65.5088,64.3998,0.188159
7/20/2021 11:00,2.07025,30.5863,737.617,726.349,530.47,50.0668,56.306,0.192639
7/20/2021 12:00,2.08734,31.8979,910.447,903.828,729.36,61.6869,63.8641,0.183671
7/20/2021 13:00,2.26158,32.9021,966.964,904.182,785.008,65.5586,63.692,0.182059
7/20/2021 14:00,2.08584,33.4925,957.679,793.396,761.852,64.7636,54.5441,0.186149
7/20/2021 15:00,1.88313,33.7461,758.72,549.888,543.196,51.4238,40.6687,0.193172
7/20/2021 16:00,1.65989,31.6806,166.246,163.148,51.3523,11.6731,23.8597,0.18753
7/20/2021 17:00,1.70868,29.8798,67.3021,84.9774,0.396315,4.7144,15.1156,0.193694
7/20/2021 18:00,1.36233,28.4558,53.6392,38.701,23.2904,2.05948,6.56186,0.182458
7/20/2021 19:00,0.877786,27.4005,9.59534,10.9048,0.483727,0.0337841,2.4158,0.225487
7/20/2021 20:00,2.33395,26.0321,0,0,0.115675,-0.0086,0,0.99
7/20/2021 21:00,1.05751,24.4338,0,0,0.126667,-0.0086,0,0.99
7/20/2021 22:00,2.42128,24.2648,0,0,0.119601,-0.0086,0,0.99
7/20/2021 23:00,1.7356,23.1185,0,0,0.0826998,-0.0086,0,0.99
7/21/2021 0:00,2.49428,23.0949,0,0,0.0915193,-0.0086,0,0.99
7/21/2021 1:00,1.1915,21.1023,0,0,0.0102066,-0.0086,0,0.99
7/21/2021 2:00,1.15008,20.7568,0,0,0.0341964,-0.0086,0,0.99
7/21/2021 3:00,0.992761,21.5111,0,0,0.0574881,-0.0086,0,0.99
7/21/2021 4:00,0.754921,19.8271,1.23113,0.672036,0.468279,-0.0086,0.343737,0.447167
7/21/2021 5:00,0.418767,19.5676,199.386,61.2619,153.395,5.54327,6.76469,0.205083
7/21/2021 6:00,0.635469,22.6414,527.634,214.875,434.442,11.3875,13.2664,0.239186
7/21/2021 7:00,1.36295,24.7371,665.443,404.15,438.61,46.3028,45.7206,0.21793
7/21/2021 8:00,1.51656,26.5196,862.743,610.789,599.62,59.084,52.724,0.212403
7/21/2021 9:00,1.69501,28.0067,951.839,769.779,728.173,64.4711,53.8651,0.189553
7/21/2021 10:00,2.00601,28.9612,833.669,770.196,481.895,56.5928,61.034,0.191883
7/21/2021 11:00,2.56765,29.5918,904.111,888.62,690.355,61.3033,64.1346,0.179333
7/21/2021 12:00,3.18508,29.8742,839.928,835.539,581.898,56.7192,59.1306,0.181715
7/21/2021 13:00,2.31342,30.7581,761.698,728.197,397.817,51.6358,57.8276,0.192227
7/21/2021 14:00,2.11652,30.6899,607.342,580.608,187.18,41.5587,53.7756,0.187478
7/21/2021 15:00,2.68391,30.1617,350.435,323.671,126.933,24.2484,36.4519,0.183373
7/21/2021 16:00,5.2716,23.0279,8.38655,9.09241,1.10964,0.0554737,2.21066,0.284465
7/21/2021 17:00,4.707,20.6362,8.35219,10.2001,0.0330625,0.0536732,2.00215,0.180891
7/21/2021 18:00,2.09999,22.3687,53.5951,28.993,29.688,1.65175,4.45528,0.175648
7/21/2021 19:00,1.52833,22.3587,3.49429,3.63884,0.0951746,-0.0086,0.856532,0.204422
7/21/2021 20:00,2.2804,22.6379,0,0,0.0225071,-0.0086,0,0.99
7/21/2021 21:00,2.67764,23.0536,0,0,0,-0.0086,0,0.99
7/21/2021 22:00,4.13765,23.8957,0,0,0,-0.0086,0,0.99
7/21/2021 23:00,5.10222,24.3416,0,0,0.00296605,-0.0086,0,0.99
7/22/2021 0:00,3.83209,24.4216,0,0,0.0365339,-0.0086,0,0.99
7/22/2021 1:00,2.88955,23.8237,0,0,0.1367,-0.0086,0,0.99
7/22/2021 2:00,1.53212,22.2941,0,0,0.0252113,-0.0086,0,0.99
7/22/2021 3:00,0.433417,20.3477,0,0,0.107999,-0.0086,0,0.99
7/22/2021 4:00,0.7724,18.9837,3.75768,0.954264,3.94509,-0.0086,0.430419,0.509848
7/22/2021 5:00,1.08314,18.897,120.174,41.8475,80.0219,3.71668,5.76161,0.161068
7/22/2021 6:00,1.21448,23.5385,490.174,218.764,380.166,11.8944,14.3062,0.22282
7/22/2021 7:00,2.12095,27.0253,914.214,465.698,771.534,62.8169,40.7976,0.225692
7/22/2021 8:00,1.73952,28.7485,1061.42,712.72,833.27,72.2298,53.0165,0.205525
7/22/2021 9:00,1.88065,30.0412,1034.21,826.168,874.333,69.964,54.6304,0.186241
7/22/2021 10:00,2.16942,30.6856,988.813,902.411,912.88,67.0211,59.7718,0.180128
7/22/2021 11:00,2.27437,31.793,986.666,968.523,923.64,67.0944,67.449,0.175034
7/22/2021 12:00,2.10911,32.2702,973.266,969.088,798.701,65.547,60.1918,0.160738
7/22/2021 13:00,2.28453,32.9709,921.243,860.182,730.894,62.2826,58.2256,0.174205
7/22/2021 14:00,2.09225,33.5704,816.115,707.404,509.531,55.3537,53.7238,0.184736
7/22/2021 15:00,1.99713,33.0771,484.547,435.565,191.953,33.5811,46.3777,0.181377
7/22/2021 16:00,2.56689,31.7318,253.641,214.22,86.7232,17.7494,29.1383,0.19443
7/22/2021 17:00,2.43832,30.1739,96.398,111.296,4.05017,6.83868,18.2913,0.182264
7/22/2021 18:00,1.5403,26.8096,33.9962,40.1022,1.09795,1.94479,6.90781,0.176056
7/22/2021 19:00,1.45741,25.2707,5.05744,5.4793,0.339955,-0.0086,1.20819,0.206116
7/22/2021 20:00,0.845059,24.9485,0,0,0.0361157,-0.0086,0,0.99
7/22/2021 21:00,0.764709,25.0831,0,0,0.039169,-0.0086,0,0.99
7/22/2021 22:00,1.55994,24.4612,0,0,0.0346326,-0.0086,0,0.99
7/22/2021 23:00,3.38478,25.4905,0,0,0.0002617,-0.0086,0,0.99
7/23/2021 0:00,0.830789,24.6946,0,0,0.100932,-0.0086,0,0.99
7/23/2021 1:00,1.75827,24.7683,0,0,0.0791227,-0.0086,0,0.99
7/23/2021 2:00,1.51451,24.6716,0,0,0.07764,-0.0086,0,0.99
7/23/2021 3:00,0.850004,23.1438,0,0,0.072057,-0.0086,0,0.99
